,Name,Score,Studios,Source,Ranked,Popularity,Completed
390,Ragnarök The Animation,6.47,G&G Entertainment,Game,6033,2451,27148
392,Samurai Deeper Kyou,6.92,Studio Deen,Manga,3924,2275,29111
393,Spriggan,6.68,Studio 4°C,Manga,5022,3621,13805
394,Stratos 4,6.66,Studio Fantasia,Original,5070,4949,5062
395,Stratos 4 OVA,6.73,Studio Fantasia,Original,4737,7867,1849
396,Stratos 4 Advance,6.85,Studio Fantasia,Original,4219,7638,1968
397,Dirty Pair,7.18,Sunrise,Light novel,2840,3515,5783
398,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,6.44,Nippon Animation,Manga,6235,6058,3808
399,Final Fantasy,6.12,Madhouse,Game,7690,4352,7766
400,Kaleido Star,7.94,"Gonzo, Production I.G",Original,619,1828,37075
401,Kaleido Star: Aratanaru Tsubasa - Extra Stage,7.52,Gonzo,Original,1521,4489,9735
402,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.88,Gonzo,Original,702,4475,9277
403,Fullmetal Alchemist: The Conqueror of Shamballa,7.57,Bones,Manga,1361,506,245283
404,Howl no Ugoku Shiro,8.67,Studio Ghibli,Novel,51,98,754791
405,Iria: Zeiram The Animation,7.07,Ashi Production,Original,3358,3755,9686
406,"Kumo no Mukou, Yakusoku no Basho",7.56,CoMix Wave Films,Original,1393,846,98242
407,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,5.55,AIC,Original,9553,6056,3726
408,Magic Knight Rayearth,7.46,Tokyo Movie Shinsha,Manga,1700,2168,30690
409,Perfect Blue,8.48,Madhouse,Novel,112,342,256041
410,Phantom The Animation,6.54,Arcs Create,Visual novel,5695,4501,7201
411,RG Veda,6.14,animate Film,Manga,7600,5643,4139
412,Shoujo Kakumei Utena,8.2,J.C.Staff,Original,306,948,52178
413,Shoujo Kakumei Utena: Adolescence Mokushiroku,7.6,J.C.Staff,Original,1279,2584,26623
414,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,7.1,Studio Pierrot,Manga,3203,683,202775
415,Onegai☆Teacher: Himitsu na Futari,7.32,Daume,Original,2262,2469,36934
416,Maria-sama ga Miteru: Haru,7.68,Studio Deen,Light novel,1082,3444,14293
417,Tales of Eternia The Animation,6.21,"Production I.G, Xebec",Game,7283,4145,7653
419,Weiß Kreuz,6.73,"Plum, Magic Bus",Original,4749,3986,8247
420,Tenjou Tenge: The Ultimate Fight,7.06,Madhouse,Manga,3423,2624,29997
421,InuYasha Movie 4: Guren no Houraijima,7.54,Sunrise,Manga,1462,1743,63504
422,InuYasha Movie 2: Kagami no Naka no Mugenjo,7.66,Sunrise,Manga,1128,1602,72597
423,InuYasha Movie 3: Tenka Hadou no Ken,7.8,Sunrise,Manga,828,1657,68332
424,InuYasha Movie 1: Toki wo Koeru Omoi,7.56,"Kyoto Animation, Sunrise",Manga,1388,1654,70124
425,.hack//Gift,6.16,Bee Train,Original,7522,3737,13874
426,Fantastic Children,7.55,Nippon Animation,Original,1414,3138,7802
427,Gokujou Seitokai,6.94,J.C.Staff,Original,3844,3955,7361
428,Mushishi,8.69,Artland,Manga,45,167,235371
429,Buttobi!! CPU,6.24,OLM,Manga,7141,5703,3945
430,One Piece Movie 1,7.1,Toei Animation,Manga,3182,1629,72673
431,One Piece Movie 2: Nejimaki-jima no Daibouken,7.17,Toei Animation,Manga,2874,1903,57933
432,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,6.99,Toei Animation,Manga,3657,2017,52112
433,One Piece Movie 4: Dead End no Bouken,7.59,Toei Animation,Manga,1292,1812,61212
434,One Piece Movie 5: Norowareta Seiken,7.23,Toei Animation,Manga,2624,2060,50240
435,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,7.7,Toei Animation,Manga,1033,1864,56748
436,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,7.28,Toei Animation,Manga,2438,2200,44765
437,One Piece: Taose! Kaizoku Ganzack,6.76,Production I.G,Manga,4638,3177,21178
438,Koukaku Kidoutai: Stand Alone Complex,8.45,Production I.G,Manga,123,419,170891
439,Innocence,7.82,Production I.G,Manga,792,1112,98216
440,Karin,7.17,J.C.Staff,Manga,2900,958,108195
441,Okusama wa Joshikousei (TV),6.34,Madhouse,Manga,6686,3439,11579
442,To Heart 2,6.52,OLM,Visual novel,5782,3799,8472
443,To Heart,6.6,OLM,Visual novel,5397,3436,10962
444,Tide-Line Blue,6.66,Telecom Animation Film,Original,5108,5871,3382
445,Macross Plus,7.72,Triangle Staff,Original,983,2629,23744
447,Ginban Kaleidoscope,7.34,Karaku,Light novel,2151,2452,26890
448,Aria the Animation,7.69,Hal Film Maker,Manga,1051,1151,46214
449,Sousei no Aquarion,7.11,"Satelight, Production Reed",Original,3150,1857,36694
450,Ueki no Housoku,7.76,Studio Deen,Manga,910,1424,51123
451,Yu☆Gi☆Oh! Duel Monsters,7.47,Gallop,Manga,1668,484,224794
452,Yu☆Gi☆Oh!: Duel Monsters GX,7.16,Gallop,Manga,2966,917,119800
453,Kurau Phantom Memory,7.35,Bones,Original,2132,3199,8114
454,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,7.35,Studio Pierrot,Manga,2124,5208,5723
455,Damekko Doubutsu,7.29,Magic Bus,4-koma manga,2368,4902,6243
456,Kino no Tabi: The Beautiful World,8.34,A.C.G.T.,Light novel,192,650,86441
457,Girls Bravo: Second Season,6.68,AIC Spirits,Manga,5005,1680,60027
458,Ichigo Mashimaro,7.66,Daume,4-koma manga,1127,1796,34913
459,Kamichu!,7.4,Brain's Base,Original,1902,2243,18722
460,Paniponi Dash!,7.45,Shaft,Manga,1721,2165,21246
461,Armitage III: Dual-Matrix,6.86,AIC,Original,4179,4110,12003
462,Armitage III: Poly-Matrix,7.08,AIC,Original,3267,4491,9448
463,Bakuretsu Hunters,6.71,Xebec,Manga,4842,3923,7167
464,Kamui no Ken,6.63,Madhouse,Novel,5261,6339,2282
465,Yami to Boushi to Hon no Tabibito,6.58,Studio Deen,Visual novel,5512,3257,11586
466,Haja Taisei Dangaiou,6.13,AIC,Original,7667,6432,2256
467,Makai Toshi Shinjuku,6.17,Madhouse,Novel,7546,4176,8938
469,Dragon Ball Movie 1: Shen Long no Densetsu,6.83,Toei Animation,Manga,4324,2220,46030
472,Fushigiboshi no☆Futagohime,7.27,Hal Film Maker,Original,2495,5096,4050
473,Glass no Kamen,7.34,Eiken,Manga,2168,5605,2790
474,Gravitation: Lyrics of Love,6.96,Plum,Manga,3784,3056,23789
475,Tottoko Hamtarou,6.97,TMS Entertainment,Manga,3758,2359,24527
476,I My Me! Strawberry Eggs,6.81,TNK,Original,4416,2808,23157
477,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,5.89,Arms,Visual novel,8559,6442,1718
478,Kidou Shinsengumi Moeyo Ken TV,6.19,Trinet Entertainment,Game,7408,6523,2134
479,Majo no Takkyuubin,8.24,Studio Ghibli,Novel,271,350,323535
480,Tenkuu no Shiro Laputa,8.31,Studio Ghibli,Original,220,405,279056
481,Cossette no Shouzou,6.85,Daume,Original,4238,2022,31015
483,Keroro Gunsou,7.7,Sunrise,Manga,1030,2012,20350
484,School Rumble: Ichi Gakki Hoshuu,7.75,Studio Comet,Manga,914,2194,42272
485,Mahou no Princess Minky Momo,6.74,Production Reed,Original,4716,6164,1871
486,Mahoraba: Heartful days,7.34,J.C.Staff,Manga,2162,3486,12201
488,Mermaid Melody Pichi Pichi Pitch,7.04,"Actas, SynergySP",Manga,3499,2024,42456
489,Metropolis,7.54,Madhouse,Manga,1455,1693,46558
490,Tonari no Totoro,8.31,Studio Ghibli,Original,220,121,620070
491,Onegai☆Twins: Natsu wa Owaranai,7.04,Daume,Original,3477,3132,23281
492,Otogizoushi,6.98,Production I.G,Original,3711,4143,4203
493,Boku no Chikyuu wo Mamotte,7.17,Production I.G,Manga,2898,4345,5705
494,Pokemon,7.34,OLM,Game,2144,277,339007
495,Pokemon Movie 01: Mewtwo no Gyakushuu,7.63,OLM,Game,1184,761,190089
496,Saishuu Heiki Kanojo,7.18,Gonzo,Manga,2866,1616,40458
497,Bishoujo Senshi Sailor Moon,7.68,Toei Animation,Manga,1070,514,178544
498,Bishoujo Senshi Sailor Moon R: The Movie,7.7,Toei Animation,Manga,1016,2215,44550
499,Bishoujo Senshi Sailor Moon S,7.85,Toei Animation,Manga,736,1274,88683
500,Sensei no Ojikan: Doki Doki School Hours,6.69,J.C.Staff,4-koma manga,4940,5618,3230
501,Slayers,7.76,E&G Films,Light novel,905,1241,68326
502,Slayers Next,8.04,E&G Films,Light novel,494,2018,45116
503,Slayers: The Motion Picture,7.3,J.C.Staff,Light novel,2348,3560,16928
504,Tekken,5.27,Studio Deen,Game,10177,4350,11202
505,Shin Tenchi Muyou!,6.87,AIC,Original,4151,2912,21544
506,Tenchi Muyou! Ryououki,7.66,AIC,Original,1140,2482,28062
507,Tenchi Muyou! Ryououki 2nd Season,7.66,AIC,Original,1142,3340,19053
508,Tenchi Muyou! Ryououki 3rd Season,7.32,AIC,Original,2271,3872,13159
509,Vampire Hunter D (2000),7.89,Madhouse,Light novel,690,1174,90735
510,Venus Senki,6.78,Triangle Staff,Manga,4554,4798,5578
511,Mousou Kagaku Series: Wandaba Style,6.03,TNK,Original,8112,7869,1139
512,Wind: A Breath of Heart (TV),6.0,Radix,Visual novel,8243,4861,4901
515,Yu☆Gi☆Oh!,7.21,Toei Animation,Manga,2727,831,143794
516,Grappler Baki: Saidai Tournament-hen,7.45,Group TAC,Manga,1738,2402,34036
517,Digimon Adventure,7.79,Toei Animation,Other,839,419,283580
518,Yami no Matsuei,7.07,J.C.Staff,Manga,3347,2313,28199
519,Koutetsu Tenshi Kurumi,6.79,"OLM, Production Reed",Original,4500,3558,12154
520,Koutetsu Tenshi Kurumi 2,6.3,OLM,Original,6899,4826,6791
521,Koutetsu Tenshi Kurumi Zero,6.11,OLM,Original,7792,6575,2971
522,Koutetsu Tenshi Kurumi Encore,6.7,OLM,Original,4897,5982,4334
523,Major S2,8.25,Studio Hibari,Manga,263,2041,49941
524,RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness,6.35,Bones,Original,6647,5817,4045
525,Soukyuu no Fafner: Right of Left - Single Program,7.4,"Production I.G, Xebec",Original,1911,4392,6955
526,Sakura Taisen,6.88,Madhouse,Game,4124,3708,8002
527,Sakura Taisen: Le Nouveau Paris,6.44,Radix,Game,6211,8404,1146
528,DNA²,6.68,"Madhouse, Studio Deen",Manga,5008,2688,23067
529,Puni Puni☆Poemii,6.56,J.C.Staff,Original,5580,3023,20922
530,Steamboy,7.35,"Studio 4°C, Sunrise",Original,2108,1875,44740
531,Tetsuwan Birdy,7.11,Madhouse,Manga,3151,3282,11635
532,The Big O,7.53,Sunrise,Original,1496,1738,38174
533,Bubblegum Crisis Tokyo 2040,7.1,AIC,Original,3190,2940,16087
534,Musekinin Kanchou Tylor,7.87,Tatsunoko Production,Light novel,720,2609,15038
535,Jin-Rou,7.79,Production I.G,Manga,846,1181,72439
536,Moldiver,6.07,AIC,Original,7966,7944,1353
537,Kaze no Tani no Nausicaä,8.4,Topcraft,Manga,155,513,224406
538,Saber Marionette J,7.35,Studio Junio,Original,2100,3192,15997
539,Rean no Tsubasa,5.74,Sunrise,Novel,9033,7617,1273
540,Magikano,6.38,Tokyo Kids,Manga,6503,2940,19265
541,Kagi Hime Monogatari: Eikyuu Alice Rondo,6.21,"Trinet Entertainment, Picture Magic",Manga,7303,5547,2859
542,Hotaru no Haka,8.51,Studio Ghibli,Novel,99,293,328347
543,Battle Programmer Shirase,6.94,AIC,Original,3831,2965,18899
544,Kogepan,6.84,Studio Pierrot,Other,4283,6186,3780
545,Honoo no Labyrinth,6.25,Studio Fantasia,Original,7130,5227,5378
546,Sexy Commando Gaiden: Sugoi yo!! Masaru-san,7.71,Magic Bus,Manga,1007,4803,3138
547,Noein: Mou Hitori no Kimi e,7.62,Satelight,Original,1223,1688,31440
548,Mimi wo Sumaseba,8.23,Studio Ghibli,Manga,283,643,166021
549,Ayakashi: Japanese Classic Horror,7.45,Toei Animation,Other,1730,2078,24984
550,Hanbun no Tsuki ga Noboru Sora,7.52,Group TAC,Light novel,1516,1561,55246
551,Itsudatte My Santa!,5.96,TNK,Manga,8360,4596,8630
552,Ginga Nagareboshi Gin,8.04,Toei Animation,Manga,486,3568,11688
553,Kage kara Mamoru!,6.62,Group TAC,Light novel,5293,3404,14549
554,Amaenaide yo!!,6.5,Studio Deen,Manga,5872,1877,42491
555,PopoloCrois,6.93,TMS Entertainment,Game,3875,9338,681
556,Mugen no Ryvius,7.48,Sunrise,Original,1647,2666,12388
557,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,6.76,Studio Pierrot,Manga,4637,1762,65621
558,X OVA,6.84,Madhouse,Manga,4296,4702,8071
559,Chobits: Chibits,7.0,Madhouse,Manga,3627,2452,36076
560,Neko no Ongaeshi,7.8,Studio Ghibli,Other,825,791,156144
562,Yuugen Kaisha,6.48,Madhouse,Original,6024,6785,2086
563,Legend of Duo,4.93,"Radix, Marine Entertainment",Original,10650,4855,5464
564,Nekojiru-sou,7.33,J.C.Staff,Manga,2184,1992,39335
565,KO Seiki Beast Sanjuushi,6.52,Gainax,Original,5780,8612,834
566,Futari wa Precure,7.0,Toei Animation,Original,3631,2747,17643
567,Mahou no Stage Fancy Lala,7.12,Studio Pierrot,Original,3125,5016,4123
568,Tenshi ni Narumon!,6.71,Studio Pierrot,Original,4830,6029,2065
569,Kazemakase Tsukikage Ran,7.12,Madhouse,Original,3120,4395,5512
570,Otogi Juushi Akazukin,6.95,Madhouse,Original,3791,6015,1699
571,Sakura Taisen: Katsudou Shashin,6.45,Production I.G,Visual novel,6142,6224,3667
572,Saishuu Heiki Kanojo: Another Love Song,7.1,Studio Fantasia,Manga,3211,4045,10463
573,Popotan,6.29,Shaft,Visual novel,6932,3572,10843
575,PetoPeto-san,6.53,Xebec,Light novel,5722,6078,2502
577,Okusama wa Mahou Shoujo,6.34,J.C.Staff,Original,6681,5421,2957
578,Nurse Witch Komugi-chan Magikarte,6.62,"Kyoto Animation, Tatsunoko Production",Original,5296,4281,6795
579,Nurse Angel Ririka SOS,6.72,Gallop,Manga,4810,7857,729
580,Juubee Ninpuuchou,7.61,Madhouse,Original,1250,1382,68394
581,Juubee Ninpuuchou: Ryuuhougyoku-hen,6.7,Madhouse,Original,4899,2798,18870
582,Ninja Ryuukenden,5.65,Studio Junio,Game,9271,7266,2319
583,Takahashi Rumiko Gekijou Ningyo no Mori,7.06,TMS Entertainment,Manga,3419,3463,9796
584,Night Walker: Mayonaka no Tantei,6.94,AIC,Visual novel,3853,4006,7908
586,Shichinin no Nana,6.72,A.C.G.T.,Manga,4814,6480,1453
587,Mouse,6.04,"Studio Deen, Studio Hibari, Production Reed",Manga,8061,3948,10050
589,Mamotte Shugogetten!,6.68,Toei Animation,Manga,4997,5629,3065
590,Major S1,8.27,Studio Hibari,Manga,253,1662,53971
591,Mahoutsukai Tai!,7.07,Production Reed,Original,3367,5546,4057
593,Mahoromatic Summer Special,7.13,"Gainax, Shaft",Manga,3097,4877,7737
594,Mahoromatic End Year Special,6.93,"Gainax, Shaft",Manga,3906,6004,4135
595,Legend of Basara,7.32,KSS,Manga,2252,4927,4276
596,Koi Kaze,7.13,A.C.G.T.,Manga,3100,1803,31030
597,Juubee-chan: Lovely Gantai no Himitsu,6.67,Madhouse,Original,5060,4092,8592
598,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,6.87,Madhouse,Original,4166,5069,5127
599,Iketeru Futari,6.63,J.C.Staff,Manga,5258,4003,11244
600,Ichigo 100% Special 2,6.88,Madhouse,Manga,4111,3970,13389
602,Hachimitsu to Clover Specials,7.7,J.C.Staff,Manga,1026,3119,20167
603,Hikaru no Go: Hokuto Hai e no Michi,7.98,Studio Pierrot,Manga,559,3616,15964
604,Haunted Junction,6.65,Studio Deen,Manga,5132,7345,1766
605,Harukanaru Toki no Naka de: Ajisai Yumegatari,6.28,Zexcs,Visual novel,6991,7719,1549
607,Hanaukyou Maid-tai: La Verite,6.8,Daume,Manga,4436,3653,13402
608,Gunsmith Cats,7.27,OLM,Manga,2498,2796,19204
610,Galaxy Angel Z,7.18,Madhouse,Original,2845,5155,5996
611,Galaxy Angel 3,7.31,Madhouse,Original,2289,5310,5251
613,Galaxy Angel 4,7.22,"Madhouse, feel.",Game,2698,5731,4029
614,Air in Summer,7.33,Kyoto Animation,Visual novel,2185,2649,29724
615,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.94,Madhouse,Manga,629,1631,42335
616,Azumanga Daioh: Gekijou Tanpen,7.03,J.C.Staff,4-koma manga,3528,2701,29463
617,Denshin Mamotte Shugogetten,6.49,Toei Animation,Manga,5933,7698,1642
619,Fullmetal Alchemist: Reflections,7.29,Bones,Manga,2388,2650,23507
620,JoJo no Kimyou na Bouken: Adventure,7.18,APPP,Manga,2855,2102,33370
621,JoJo no Kimyou na Bouken,7.35,APPP,Manga,2110,1731,43368
622,Kashimashi: Girl Meets Girl,6.67,Studio Hibari,Manga,5054,2436,25767
623,Koi Koi 7,5.81,Studio Flag,Manga,8809,4273,6632
624,Kujibiki Unbalance,6.12,Palm Studio,Other,7702,4790,6826
625,Lamune,6.83,"Trinet Entertainment, Picture Magic",Visual novel,4331,2643,21386
627,Mai-HiME Specials,6.93,Sunrise,Original,3911,4739,7841
629,Refrain Blue,5.8,Pink Pineapple,Visual novel,8846,8924,912
630,Sentimental Journey,6.36,Sunrise,Original,6619,8364,770
633,Tenbatsu Angel Rabbie☆,5.16,AIC Spirits,Visual novel,10389,9225,1067
634,Otogi Story Tenshi no Shippo,6.56,Tokyo Kids,Original,5578,4416,6968
637,To Heart: Remember My Memories,6.44,"OLM, AIC ASTA",Visual novel,6241,5409,4162
639,Tokyo Mew Mew,6.99,Studio Pierrot,Manga,3669,1251,74793
640,Uta∽Kata,6.72,Hal Film Maker,Original,4827,3495,10560
641,Uta∽Kata: Shotou no Futanatsu,6.95,Hal Film Maker,Original,3809,6321,3958
642,Kyuuketsuhime Miyu (TV),7.15,AIC,Manga,2998,2873,12090
643,Yawara!,7.48,Madhouse,Manga,1656,4184,2961
645,Burn Up Scramble,6.19,AIC,Original,7409,5313,3946
646,Canvas 2: Niji-iro no Sketch,6.78,Zexcs,Visual novel,4517,3325,13620
648,Tenchi Muyou!,7.44,AIC,Original,1762,1955,39890
649,Kanon Kazahana,6.75,Toei Animation,Visual novel,4693,4518,7804
651,Comic Party Revolution,6.52,"Radix, Chaos Project",Visual novel,5769,5231,4751
652,Comic Party Specials,6.44,OLM,Visual novel,6204,7552,2109
653,Patapata Hikousen no Bouken,7.57,Telecom Animation Film,Novel,1372,6021,2361
654,Mujin Wakusei Survive,7.71,"Madhouse, Telecom Animation Film",Original,1012,3417,9800
655,Rec,7.34,Shaft,Manga,2173,1403,65502
658,Air Movie,7.26,Toei Animation,Visual novel,2528,2122,41627
660,Yume de Aetara,6.45,J.C.Staff,Manga,6148,6805,2451
661,Yume de Aetara (TV),6.46,J.C.Staff,Manga,6095,6029,3088
663,Princess Tutu,8.15,Hal Film Maker,Original,368,1138,63089
669,Hiatari Ryoukou!,7.09,Group TAC,Manga,3259,7385,798
671,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,8.12,Toei Animation,Music,389,2075,44663
672,Vampire Hunter D,7.08,Production Reed,Light novel,3314,1909,49034
676,MÄR,7.28,SynergySP,Manga,2455,2427,19097
677,Bishoujo Senshi Sailor Moon R,7.69,Toei Animation,Manga,1051,1213,96739
679,Umi ga Kikoeru,6.61,"J.C.Staff, Studio Ghibli",Novel,5319,1706,53882
680,Trouble Chocolate,6.54,AIC,Radio,5709,6797,1891
685,Binchou-tan,6.92,Studio Deen,Manga,3937,5023,4522
686,Bomberman Jetters,6.87,Studio Deen,Game,4157,7508,1445
687,Osakana wa Ami no Naka,4.96,J.C.Staff,Manga,10633,5588,5630
689,Yuki no Joou (TV),7.03,TMS Entertainment,Book,3527,7453,724
692,Kaze wo Mita Shounen,6.71,Brain's Base,Book,4863,6456,2564
693,RahXephon: Tagen Hensoukyoku,7.04,Bones,Original,3480,4334,8922
694,Tokyo Godfathers,8.29,Madhouse,Original,231,740,124382
695,Tenjou Tenge: The Past Chapter,7.07,Madhouse,Manga,3334,3654,14034
696,Naruto: Akaki Yotsuba no Clover wo Sagase,6.52,Studio Pierrot,Manga,5798,1842,60210
697,Bleach: Memories in the Rain,7.15,Studio Pierrot,Manga,2986,1346,92300
700,Chou Henshin Cosprayers Specials,5.02,"Imagin, Studio Live",Original,10591,8932,1205
701,Kishin Houkou Demonbane,6.05,"Group TAC, View Works",Visual novel,8031,5196,4992
702,Burn Up!,6.09,AIC,Original,7864,5706,4075
703,Burn Up! W,6.37,AIC,Original,6561,5274,5463
704,Pale Cocoon,7.37,Studio Rikka,Original,2034,1994,39566
705,Ginyuu Mokushiroku Meine Liebe Wieder,6.69,Bee Train,Visual novel,4963,5849,2762
706,Tenamonya Voyagers,6.19,Studio Pierrot,Original,7416,7373,1468
707,Nanaka 6/17,6.61,J.C.Staff,Manga,5351,5409,4216
708,Hellsing Ultimate,8.4,"Madhouse, Satelight, Graphinica",Manga,154,143,406085
709,Detective Conan Movie 01: The Timed Skyscraper,7.87,TMS Entertainment,Manga,711,2150,49829
710,Detective Conan Movie 02: The Fourteenth Target,7.9,TMS Entertainment,Manga,671,2303,44493
711,Detective Conan Movie 03: The Last Wizard of the Century,8.04,TMS Entertainment,Manga,484,2244,46352
712,Gasaraki,6.66,Sunrise,Original,5082,3876,5726
713,Miami Guns,6.47,Group TAC,Manga,6070,6476,1965
714,Otaku no Video,7.14,Gainax,Other,3042,3287,14365
716,Eiken: Eikenbu yori Ai wo Komete,4.39,J.C.Staff,Manga,10938,3268,16643
717,Shinigami no Ballad.,6.93,"Group TAC, Ginga Ya",Light novel,3879,2492,22476
718,Ergo Proxy,7.92,Manglobe,Original,651,249,213453
719,Arion,6.14,Sunrise,Manga,7588,6615,2259
721,xxxHOLiC Movie: Manatsu no Yoru no Yume,7.96,Production I.G,Manga,589,2089,41572
722,Oniisama e...,7.79,Tezuka Productions,Manga,832,3031,7539
723,Mahoujin Guru Guru Movie,6.81,Nippon Animation,Manga,4420,9303,876
724,Hanaukyou Maid-tai OVA,6.69,Daume,Manga,4959,5160,6586
725,Yomigaeru Sora: Rescue Wings,7.42,J.C.Staff,Original,1850,4618,4440
726,Kokoro Toshokan,6.48,Studio Deen,Manga,5991,6289,2079
727,NieA Under 7,6.85,Triangle Staff,Original,4214,3083,10125
728,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8.54,Production I.G,Manga,88,778,115405
730,Bakuretsu Hunters OVA,6.54,"Xebec, Production Reed",Manga,5658,6219,3288
731,Android Ana Maico 2010,6.44,"Group TAC, Animaruya",Manga,6197,7925,1140
732,I''s Pure,6.91,"Studio Pierrot, Arms",Manga,3995,3422,14848
733,Chikyuu Shoujo Arjuna,6.83,Satelight,Original,4321,3194,11734
734,Dragon Ball Z,8.16,Toei Animation,Manga,348,88,772421
735,Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,7.49,Trans Arts,Manga,1618,4355,11041
736,Tennis no Ouji-sama Movie 1: Futari no Samurai - The First Game,7.36,Production I.G,Manga,2085,3763,16033
737,Nanako Kaitai Shinsho,5.58,Radix,Original,9462,5065,5101
739,Sakura Tsuushin,6.21,Shaft,Manga,7278,4657,5833
740,Boku wa Imouto ni Koi wo Suru,6.32,Vega Entertainment,Manga,6763,2639,29155
741,Ginga Eiyuu Densetsu,9.07,"Artland, Magic Bus",Novel,7,633,52583
742,Initial D Battle Stage,7.57,Pastel,Manga,1374,3135,21366
743,Initial D Extra Stage,7.33,Pastel,Manga,2220,2718,29273
746,King of Fighters: Another Day,6.32,Production I.G,Game,6795,4708,8757
750,Chicchana Yukitsukai Sugar,7.08,J.C.Staff,Original,3274,3645,10890
751,Ginsoukikou Ordian,5.78,Plum,Original,8905,8447,655
752,Choujuushin Gravion,6.4,Gonzo,Original,6402,4677,5694
753,Bleach: The Sealed Sword Frenzy,6.98,Studio Pierrot,Manga,3695,1419,84088
754,Sister Princess: Re Pure,6.26,Zexcs,Light novel,7058,5403,3840
755,Sister Princess,6.43,Zexcs,Light novel,6266,3576,9508
756,Kyou no 5 no 2,7.24,Shinkuukan,Manga,2608,3109,17542
757,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,6.07,Planet,Manga,7922,3036,10283
758,Samurai Spirits 2: Asura Zanmaden,6.2,Ajia-Do,Game,7355,8826,1120
759,Narue no Sekai,6.59,Studio Live,Manga,5403,4014,8721
760,Colorful,6.05,"Triangle Staff, Studio Wombat",Manga,8011,3571,9700
761,Ushio to Tora,7.16,Pastel,Manga,2933,4710,5273
763,Kiba,7.32,Madhouse,Original,2253,1834,34807
764,School Rumble Ni Gakki,8.03,Studio Comet,Manga,499,1099,103198
765,Jinki:Extend - Sorekara,6.21,feel.,Manga,7317,8189,1548
766,Suzumiya Haruhi no Yuuutsu,7.88,Kyoto Animation,Light novel,702,115,490883
767,Gakuen Heaven,6.55,Tokyo Kids,Visual novel,5618,2127,35192
768,Kyou kara Ore wa!!,8.07,Studio Pierrot,Manga,455,3419,8702
769,Gokinjo Monogatari,7.47,Toei Animation,Manga,1675,4299,3396
770,Ouran Koukou Host Club,8.2,Bones,Manga,305,102,638636
771,Soul Link,6.13,Picture Magic,Visual novel,7639,3689,9954
772,Strawberry Panic,7.31,"Madhouse, Imagin",Other,2285,1269,58091
